name,surname,mail,gender,age,school,department,city_living,experience,programs,languages,gpa,degree,department_applied,salary,drivers_license,smoking,military_service,flexible_hours,group_alone,online,reference,internship,hired
Gabriel,Aldrich,gabriel.aldrich@mail.com,F,45,Zonguldak Bulent Ecevit University,Electronics and Communication Engineering,Istanbul,24,Altium,"E,G",2.21,PhD or Higher,Electronics,28000,1,0, ,0,G,0,0, ,N
Gabriela,Spear,gabriela.spear@mail.com,F,29,TOBB University of Economics and Technology,Electrical Electronics Engineering,Ankara,5,Fusion 360 Siemens NX MATLAB,G,3.59,Bachelor,Design,31000,0,1, ,0,A,0,1,1,H
Galilea,Coy,galilea.coy@mail.com,F,42,Koc University,Mechatronics Engineering,Istanbul,17,OOP MATLAB C# ML, ,3.41,Bachelor,Programming,25000,0,0, ,0,A,1,0, ,N
Garrison,Bone,garrison.bone@mail.com,M,36,Koc University,Aeronautical Engineering,Sakarya,13,MATLAB,G,3.73,Bachelor,Electronics,12000,1,1,Uncertain,0,G,1,1, ,N
Gary,Wesley,gary.wesley@mail.com,M,22,Sabanci University,Automotive Engineering,Trabzon,0,Altium,G,3.94,Bachelor,Electronics,32000,1,0,Not at Military Age,0,A,0,0,0,N
Gavin,Crowley,gavin.crowley@mail.com,F,31,Istanbul University,Electronics and Automation Engineering,Kocaeli,9,MATLAB Altium,Other,2.67,Bachelor,Test,15000,0,1, ,0,G,0,0, ,N
Gavyn,Edge,gavyn.edge@mail.com,M,23,Istanbul University,Electrical Electronics Engineering,Osmaniye,2,Fusion 360 Siemens NX MATLAB,"E,G",3.82,Bachelor,Design,49000,1,1,Not at Military Age,0,G,0,0,1,N
Genevieve,Cazares,genevieve.cazares@mail.com,F,42,Sabanci University,Electrical Electronics Engineering,Istanbul,17,Altium Proteus,G,2.30,PhD or Higher,Electronics,45000,1,0, ,0,A,1,1, ,H
George,Marquez,george.marquez@mail.com,F,23,Mersin University,Aeronautical Engineering,Antalya,1,Siemens NX Solidworks Fusion 360,"E,G",3.58,Bachelor,Design,32000,1,1, ,0,G,1,1,0,H
Georgina,Keener,georgina.keener@mail.com,M,39,Kirikkale University,Aeronautical Engineering,Sakarya,16,MATLAB,E,2.54,Bachelor,Electronics,17000,0,1,Exempted,0,G,1,1, ,N
Gerald,Dent,gerald.dent@mail.com,F,21,Dokuz Eylul University,Aeronautical Engineering,Konya,0,Altium Proteus,"E,G",3.28,Bachelor,Electronics,14000,0,1, ,0,G,1,0,1,H
Gerard,Devine,gerard.devine@mail.com,F,27,Hacettepe University,Aeronautical Engineering,Istanbul,6,Altium,Other,3.79,Bachelor,Electronics,48000,1,0, ,0,G,0,1, ,H
Gia,Jerome,gia.jerome@mail.com,M,23,Istanbul University-Cerrahpasa,Electrical Electronics Engineering,Istanbul,0,MATLAB, ,2.20,Bachelor,Test,26000,0,0,Not at Military Age,0,G,1,1,0,N
Giancarlo,Rouse,giancarlo.rouse@mail.com,M,41,Hacettepe University,Electronics and Communication Engineering,Istanbul,23,Java,G,3.73,PhD or Higher,Programming,15000,0,0,Remnant,0,G,1,0, ,H
Gianna,Tellez,gianna.tellez@mail.com,F,27,Hacettepe University,Control and Automation Engineering,Ankara,1,Allen Bradley PLC,Other,3.32,Bachelor,Automation,12000,0,1, ,1,G,0,0,0,H
Gianni,Marquis,gianni.marquis@mail.com,F,20,Istanbul University-Cerrahpasa,Aeronautical Engineering,Istanbul,0,Altium,G,2.74,Bachelor,Electronics,36000,1,0, ,0,G,0,0,0,N
Gilbert,Madison,gilbert.madison@mail.com,M,38,Sakarya University,Mechatronics Engineering,Kayseri,15,MATLAB,E,2.26,PhD or Higher,Electronics,30000,1,0,Uncertain,0,G,1,0, ,N
Gillian,Menard,gillian.menard@mail.com,F,34,Istanbul University-Cerrahpasa,Electronics and Communication Engineering,İzmir,11,Altium Proteus MATLAB,Other,3.32,Master,Electronics,19000,0,1, ,0,G,0,0, ,N
Gino,Dillon,gino.dillon@mail.com,M,38,Hatay Mustafa Kemal University,Electronics and Automation Engineering,Istanbul,15,DL OOP Java C#,Other,2.23,Master,Programming,34000,1,0,Uncertain,0,G,0,1, ,H
Giovanny,Williams,giovanny.williams@mail.com,F,25,Istanbul University-Cerrahpasa,Electronics and Communication Engineering,Istanbul,7,Mitsubishi PLC Schneider Electric PLC,Other,3.04,Bachelor,Automation,35000,1,0, ,0,A,0,1, ,H
Gladys,Busby,gladys.busby@mail.com,F,34,Koc University,Automotive Engineering,Istanbul,8,MATLAB,Other,2.43,Master,Programming,8000,0,1, ,0,A,0,1, ,H
Glenn,Dykes,glenn.dykes@mail.com,F,21,Usak University,Mechatronics Engineering,İzmir,0,Altium Proteus,G,2.02,Bachelor,Electronics,22000,1,0, ,0,G,1,0,1,N
Gordon,Barnard,gordon.barnard@mail.com,F,39,Koc University,Aeronautical Engineering,Istanbul,15,Omron PLC C,G,3.08,PhD or Higher,Automation,18000,1,1, ,0,G,1,1, ,H
Gracie,Suarez,gracie.suarez@mail.com,F,26,Middle East Technical University,Mechatronics Engineering,Kocaeli,6,Altium,Other,2.75,Bachelor,Electronics,19000,0,0, ,0,G,0,0, ,N
Graciela,Hirsch,graciela.hirsch@mail.com,M,44,Istanbul Technical University,Mechatronics Engineering,Istanbul,22,C++ Siemens PLC Mitsubishi PLC,"E,G",2.96,Master,Automation,37000,1,0,Uncertain,0,A,0,0, ,H
Grady,Angulo,grady.angulo@mail.com,M,27,Sakarya University,Electronics and Automation Engineering,Istanbul,7,AutoCAD Siemens NX,G,2.34,Master,Design,31000,1,1,Not at Military Age,0,A,0,0, ,N
Graham,Matson,graham.matson@mail.com,F,23,Gebze Technical University,Aeronautical Engineering,Istanbul,1,MATLAB, ,3.17,Bachelor,Electronics,49000,0,1, ,0,G,0,0,1,N
Gregory,Palumbo,gregory.palumbo@mail.com,M,37,Hacettepe University,Electronics and Communication Engineering,Istanbul,15,Schneider Electric PLC Allen Bradley PLC,"E,G",3.83,PhD or Higher,Automation,38000,1,0,Exempted,0,A,0,1, ,H
Greta,Staton,greta.staton@mail.com,F,23,Yalova University,Aeronautical Engineering,Istanbul,3,Fusion 360 Siemens NX MATLAB,Other,3.36,Bachelor,Design,10000,0,1, ,1,G,0,0,1,H
Greta,Cheney,greta.cheney@mail.com,M,25,Bogazici University,Aeronautical Engineering,Ankara,7,C#,E,3.83,Bachelor,Programming,49000,0,0,Not at Military Age,0,A,0,0, ,N
Gretchen,Spence,gretchen.spence@mail.com,M,35,Bitlis Eren University,Electronics and Automation Engineering,Istanbul,13,Altium Proteus,G,2.20,Bachelor,Electronics,39000,1,0,Uncertain,0,A,1,1, ,H
Greyson,Mai,greyson.mai@mail.com,M,32,Yildiz Technical University,Mechatronics Engineering,Istanbul,10,Altium Proteus,G,2.78,Master,Electronics,36000,1,0,Uncertain,0,G,1,0, ,H
Griffin,Kirkpatrick,griffin.kirkpatrick@mail.com,F,21,Kadir Has University,Electronics and Automation Engineering,Istanbul,0,MATLAB,E,3.25,Bachelor,Design,49000,1,0, ,0,G,1,0,0,N
Guadalupe,Beasley,guadalupe.beasley@mail.com,F,32,Ege University,Aeronautical Engineering,Istanbul,11,Allen Bradley PLC Omron PLC C,"E,G",3.22,Bachelor,Automation,14000,0,1, ,0,A,0,0, ,H
Hadley,Marshall,hadley.marshall@mail.com,M,43,Yildiz Technical University,Electrical Electronics Engineering,Istanbul,21,Altium,E,3.40,Master,Electronics,45000,0,1,Remnant,0,G,0,1, ,H
Hailey,Wiseman,hailey.wiseman@mail.com,F,39,Zonguldak Bulent Ecevit University,Automotive Engineering,Istanbul,12,Siemens NX Solidworks Fusion 360, ,2.96,Bachelor,Design,8000,1,0, ,0,G,1,0, ,N
Haily,Lundy,haily.lundy@mail.com,M,28,Sabanci University,Aeronautical Engineering,Istanbul,4,Python Java MATLAB,Other,3.37,PhD or Higher,Programming,21000,1,0,Remnant,0,G,0,1,1,H
Haleigh,Schulz,haleigh.schulz@mail.com,F,39,Yildiz Technical University,Electrical Electronics Engineering,Istanbul,15,AutoCAD Siemens NX,E,3.97,Bachelor,Design,34000,0,0, ,1,G,0,1, ,H
Halie,Freitas,halie.freitas@mail.com,M,39,Koc University,Electronics and Communication Engineering,Istanbul,12,Fusion 360 AutoCAD,Other,3.21,PhD or Higher,Design,15000,1,1,Delayed,0,G,0,0, ,N
Hana,Locke,hana.locke@mail.com,M,23,omer Halisdemir University,Electronics and Communication Engineering,Istanbul,2,Ansys Solidworks,E,3.95,Bachelor,Design,26000,1,0,Not at Military Age,0,A,1,0,1,H
Hanah,Middleton,hanah.middleton@mail.com,M,21,Bilecik seyh Edebali University,Electrical Electronics Engineering,Kutahya,0,C# ML,Other,3.03,Bachelor,Programming,12000,1,0,Not at Military Age,0,G,0,0,1,H
Harmony,Dunn,harmony.dunn@mail.com,F,38,Bogazici University,Electrical Electronics Engineering,İzmir,14,MATLAB,E,2.10,Bachelor,Test,13000,1,0, ,0,G,0,1, ,N
Harrison,Hook,harrison.hook@mail.com,F,38,Middle East Technical University,Mechatronics Engineering,Ankara,15,Altium Proteus,"E,G",3.08,PhD or Higher,Test,13000,0,1, ,0,G,1,1, ,N
Harry,Banuelos,harry.banuelos@mail.com,M,36,Koc University,Aeronautical Engineering,Ankara,14,Altium Proteus,G,3.85,Bachelor,Test,48000,1,1,Uncertain,0,A,1,0, ,N
Hasan,Glover,hasan.glover@mail.com,F,32,Middle East Technical University,Mechatronics Engineering,Istanbul,11,C++ C DL,E,3.74,Bachelor,Programming,29000,1,0, ,0,G,0,0, ,N
Hassan,Dahl,hassan.dahl@mail.com,M,43,Hacettepe University,Electrical Electronics Engineering,Mardin,21,Fusion 360 AutoCAD,G,2.79,PhD or Higher,Design,37000,1,1,Uncertain,0,G,0,0, ,N
Hattie,Savage,hattie.savage@mail.com,F,35,Abdullah Gul University,Electrical Electronics Engineering,Ankara,13,Proteus, ,3.47,PhD or Higher,Test,19000,1,1, ,0,A,1,1, ,N
Haylie,Jeter,haylie.jeter@mail.com,F,37,Dokuz Eylul University,Electrical Electronics Engineering,Aksaray,14,Schneider Electric PLC Allen Bradley PLC,Other,2.10,Master,Automation,10000,0,1, ,0,A,1,0, ,H
Heather,Krause,heather.krause@mail.com,M,41,Ankara Medipol University,Mechanical Engineering,Istanbul,21,Allen Bradley PLC Omron PLC C,Other,3.56,Bachelor,Automation,18000,0,1,Uncertain,1,A,1,0, ,H
Hector,Brower,hector.brower@mail.com,M,19,Istanbul Technical University,Electronics and Communication Engineering,Kocaeli,0,Python,G,3.71,Bachelor,Programming,43000,1,1,Not at Military Age,0,G,0,1,1,H
Helen,Puckett,helen.puckett@mail.com,M,31,Istanbul University-Cerrahpasa,Electronics and Communication Engineering,Istanbul,14,Allen Bradley PLC Omron PLC C,G,3.01,Master,Automation,16000,1,1,Uncertain,1,G,0,1, ,H
Helena,Pool,helena.pool@mail.com,F,39,Yildiz Technical University,Aeronautical Engineering,Istanbul,14,Fusion 360 AutoCAD MATLAB Siemens NX,Other,3.96,PhD or Higher,Design,23000,1,0, ,0,A,1,1, ,H
Heriberto,Briones,heriberto.briones@mail.com,M,33,Yildiz Technical University,Electrical Electronics Engineering,Ankara,11,Allen Bradley PLC Omron PLC, ,2.65,Master,Automation,17000,1,1,Remnant,0,G,0,1, ,N
Hillary,Ryan,hillary.ryan@mail.com,M,28,Istanbul Technical University,Electronics and Communication Engineering,Ankara,5,Solidworks Fusion 360,E,2.45,Bachelor,Design,38000,1,0,Delayed,0,G,0,1,1,H
Holden,Crowe,holden.crowe@mail.com,M,22,Sabanci University,Aeronautical Engineering,Ankara,0,Allen Bradley PLC,E,3.14,Bachelor,Automation,27000,1,1,Not at Military Age,0,A,1,0,1,H
Houston,Mcmillian,houston.mcmillian@mail.com,F,27,Yildiz Technical University,Electronics and Automation Engineering,İzmir,7,Proteus,"E,G",3.70,Master,Electronics,49000,1,0, ,0,A,0,1, ,N
Hugh,Mark,hugh.mark@mail.com,F,38,Bogazici University,Electronics and Communication Engineering,Istanbul,13,Schneider Electric PLC,"E,G",3.92,Master,Automation,37000,0,0, ,1,G,0,1, ,H
Hugo,Hiller,hugo.hiller@mail.com,F,40,Gebze Technical University,Aeronautical Engineering,Ankara,18,Altium Proteus MATLAB,G,2.22,PhD or Higher,Electronics,41000,0,1, ,0,G,0,0, ,N
Ignacio,Mcmillen,ignacio.mcmillen@mail.com,F,33,Kahramanmaras Sutcuimam University,Automotive Engineering,Ankara,9,MATLAB C++ C,G,3.81,PhD or Higher,Programming,35000,0,1, ,0,G,0,1, ,H
Ilana,Hinton,ilana.hinton@mail.com,M,40,Gebze Technical University,Electronics and Communication Engineering,Istanbul,24,C++ Siemens PLC Mitsubishi PLC,"E,G",2.84,Bachelor,Automation,26000,0,0,Uncertain,0,G,1,1, ,H
Ileana,Fritz,ileana.fritz@mail.com,M,30,Koc University,Mechatronics Engineering,Ankara,13,Allen Bradley PLC Omron PLC,G,2.91,Master,Automation,19000,0,0,Uncertain,0,A,0,0, ,H
Imani,Etheridge,imani.etheridge@mail.com,M,45,Sakarya University,Automotive Engineering,Istanbul,18,Siemens NX,"E,G",2.16,PhD or Higher,Design,50000,0,1,Uncertain,0,G,1,1, ,N
Immanuel,Underwood,immanuel.underwood@mail.com,M,31,Ondokuz Mayis University,Electrical Electronics Engineering,Istanbul,9,Altium Proteus MATLAB,E,2.30,PhD or Higher,Electronics,35000,0,1,Exempted,0,G,1,1, ,H
India,Schrader,india.schrader@mail.com,M,24,Aydin Adnan Menderes University,Automotive Engineering,Kocaeli,0,Fusion 360,E,2.45,Bachelor,Design,13000,1,1,Not at Military Age,0,G,0,0,0,H
Infant,Conway,infant.conway@mail.com,M,18,Koc University,Electronics and Automation Engineering,Ankara,0,MATLAB Altium,G,2.38,Bachelor,Electronics,44000,1,1,Not at Military Age,0,G,1,1,0,H
Ingrid,Rust,ingrid.rust@mail.com,M,45,Bogazici University,Electronics and Communication Engineering,Ankara,22,Altium Proteus MATLAB,E,3.32,Bachelor,Electronics,34000,0,1,Exempted,1,A,0,1, ,H
Ireland,Otoole,ireland.otoole@mail.com,M,39,Bilkent University,Electronics and Automation Engineering,Istanbul,12,MATLAB Altium, ,2.03,PhD or Higher,Electronics,32000,0,0,Remnant,0,G,1,0, ,N
Irene,Parry,irene.parry@mail.com,F,31,Yildiz Technical University,Aeronautical Engineering,Istanbul,11,Fusion 360 Siemens NX MATLAB,E,3.72,Master,Design,17000,1,1, ,0,G,0,0, ,N
Iris,Mendenhall,iris.mendenhall@mail.com,F,20,Istanbul Technical University,Electronics and Communication Engineering,Istanbul,0,OOP MATLAB,G,3.08,Bachelor,Programming,34000,0,0, ,0,G,1,0,0,H
Irma,Lentz,irma.lentz@mail.com,F,22,Erciyes University,Mechanical Engineering,Istanbul,0,Solidworks Fusion 360 AutoCAD Siemens NX,Other,3.07,Bachelor,Design,14000,0,1, ,0,G,1,0,1,H
Isaac,Blackwell,isaac.blackwell@mail.com,F,25,Hacettepe University,Mechanical Engineering,Istanbul,6,Allen Bradley PLC,"E,G",3.08,Master,Automation,15000,0,0, ,0,G,1,0, ,H
Isabelle,Hagen,isabelle.hagen@mail.com,M,22,Kocaeli University,Automotive Engineering,Istanbul,0,Schneider Electric PLC C++, ,2.44,Bachelor,Automation,30000,0,1,Not at Military Age,0,G,0,0,1,N
Isaias,McGregor,isaias.mcgregor@mail.com,M,24,Koc University,Electronics and Automation Engineering,Istanbul,3,Altium Proteus MATLAB,"E,G",3.80,Bachelor,Test,39000,1,1,Not at Military Age,0,G,1,1,1,N
Ishmael,Maynard,ishmael.maynard@mail.com,F,44,Igdir University,Automotive Engineering,Erzurum,22,Siemens PLC C,Other,2.05,Bachelor,Automation,8000,1,1, ,0,G,1,1, ,H
Isiah,Anaya,isiah.anaya@mail.com,M,32,Yildiz Technical University,Aeronautical Engineering,Istanbul,10,OOP MATLAB, ,3.66,PhD or Higher,Programming,20000,1,1,Uncertain,0,G,1,0, ,N
Isidro,Shields,isidro.shields@mail.com,M,22,Istanbul University-Cerrahpasa,Electronics and Communication Engineering,İzmir,0,Solidworks AutoCAD ,E,2.60,Bachelor,Design,13000,0,1,Not at Military Age,0,G,0,0,0,H
Issac,Jankowski,issac.jankowski@mail.com,F,29,Bilkent University,Electrical Electronics Engineering,Istanbul,5,Altium Proteus MATLAB,E,3.51,Bachelor,Electronics,17000,0,0, ,0,A,1,1,0,H
Itzel,Braden,itzel.braden@mail.com,F,29,Istanbul University-Cerrahpasa,Electronics and Automation Engineering,Istanbul,4,MATLAB Altium,E,2.83,PhD or Higher,Test,12000,1,1, ,0,A,1,1,0,N
Ivana,Hoff,ivana.hoff@mail.com,F,39,Istanbul University-Cerrahpasa,Aeronautical Engineering,Istanbul,16,Siemens NX,"E,G",3.09,PhD or Higher,Design,35000,1,1, ,0,G,0,0, ,N
Ivanna,Cox,ivanna.cox@mail.com,F,27,Middle East Technical University,Electronics and Communication Engineering,Istanbul,7,Altium Proteus MATLAB,Other,3.63,Master,Test,49000,0,1, ,0,A,1,1, ,N
Ivonne,Lynn,ivonne.lynn@mail.com,F,41,Gebze Technical University,Aeronautical Engineering,Kocaeli,18,Altium Proteus MATLAB,E,2.76,Bachelor,Test,14000,1,1, ,0,A,0,0, ,N
Ivy,Bartels,ivy.bartels@mail.com,F,27,Abdullah Gul University,Mechanical Engineering,Istanbul,8,Fusion 360 AutoCAD matlab,G,3.46,Bachelor,Design,35000,0,1, ,0,G,1,1, ,H
Iyana,Gonzalez,iyana.gonzalez@mail.com,M,41,Koc University,Electronics and Automation Engineering,Ankara,16,C++ C DL, ,3.78,PhD or Higher,Programming,20000,1,0,Exempted,0,A,0,0, ,N
Izabella,Nix,izabella.nix@mail.com,M,28,Bilkent University,Aeronautical Engineering,Osmaniye,5,Proteus,Other,2.11,PhD or Higher,Electronics,40000,0,0,Delayed,0,A,0,0,0,N
Jabari,Samson,jabari.samson@mail.com,F,20,Bilkent University,Electronics and Automation Engineering,Istanbul,0,MATLAB,"E,G",3.43,Bachelor,Electronics,20000,1,0, ,0,G,1,1,0,H
Jaci,Medrano,jaci.medrano@mail.com,F,19,Istanbul Technical University,Electronics and Automation Engineering,Istanbul,0,Schneider Electric PLC,Other,2.61,Bachelor,Automation,11000,1,0, ,0,G,0,0,0,H
Jack,Sumner,jack.sumner@mail.com,F,18,Istanbul University,Automotive Engineering,Ankara,0,C Python, ,3.18,Bachelor,Programming,15000,1,1, ,0,G,0,0,1,N
Jackeline,Killian,jackeline.killian@mail.com,M,22,Istanbul University-Cerrahpasa,Electrical Electronics Engineering,Ankara,0,Fusion 360 Siemens NX MATLAB, ,2.51,Bachelor,Design,17000,0,1,Not at Military Age,0,A,1,1,1,N
Jackelyn,Venable,jackelyn.venable@mail.com,M,32,Hacettepe University,Mechatronics Engineering,Istanbul,8,OOP,G,3.88,PhD or Higher,Programming,24000,1,1,Delayed,0,G,1,0, ,H
Jacklyn,Boston,jacklyn.boston@mail.com,F,39,Hacettepe University,Aeronautical Engineering,Istanbul,13,Ansys Solidworks Solidworks Fusion 360,"E,G",2.28,PhD or Higher,Design,49000,0,0, ,0,A,0,1, ,N
Jackson,Sanderson,jackson.sanderson@mail.com,M,25,Yildiz Technical University,Aeronautical Engineering,Istanbul,7,Python Java MATLAB, ,3.78,Bachelor,Programming,16000,1,0,Not at Military Age,0,G,0,0, ,N
Jacob,Howland,jacob.howland@mail.com,F,31,Istanbul Technical University,Electronics and Automation Engineering,Kocaeli,10,Proteus,Other,3.98,PhD or Higher,Electronics,11000,1,0, ,0,G,0,0, ,N
Jacoby,Mullins,jacoby.mullins@mail.com,F,35,Istanbul University-Cerrahpasa,Aeronautical Engineering,Sakarya,15,MATLAB,"E,G",3.54,PhD or Higher,Electronics,34000,1,0, ,0,G,0,0, ,N
Jacquelin,Cheek,jacquelin.cheek@mail.com,M,40,Koc University,Electronics and Automation Engineering,Sivas,16,MATLAB Altium,G,2.78,Master,Test,41000,1,1,Uncertain,0,G,1,1, ,N
Jacqueline,Lenz,jacqueline.lenz@mail.com,M,20,İzmir Tinaztepe University,Electrical Electronics Engineering,Istanbul,0,Schneider Electric PLC C++,E,2.09,Bachelor,Automation,43000,0,0,Not at Military Age,0,A,0,0,0,N
Jacquez,Compton,jacquez.compton@mail.com,F,38,Sakarya University,Mechatronics Engineering,Istanbul,15,DL OOP Java C#,G,3.06,Master,Programming,39000,0,1, ,0,A,0,1, ,H
Jade,Horton,jade.horton@mail.com,M,19,Bogazici University,Electrical Electronics Engineering,Ankara,0,MATLAB Altium,E,2.80,Bachelor,Electronics,37000,0,1,Not at Military Age,0,G,1,1,1,H
Jaden,Venegas,jaden.venegas@mail.com,M,37,Bilkent University,Mechatronics Engineering,İzmir,13,Altium,G,3.87,Master,Test,29000,1,0,Exempted,0,A,1,0, ,N
Jaeden,Hills,jaeden.hills@mail.com,M,42,Istanbul University,Mechatronics Engineering,Kocaeli,20,MATLAB,G,3.83,Master,Test,8000,1,1,Delayed,0,G,0,1, ,N
Jaelyn,Cote,jaelyn.cote@mail.com,M,26,Istanbul Technical University,Mechatronics Engineering,Ankara,4,Altium Proteus,"E,G",3.74,Master,Electronics,28000,1,0,Not at Military Age,0,G,1,0,0,H
Jaelynn,Dietrich,jaelynn.dietrich@mail.com,F,30,Kocaeli University,Mechatronics Engineering,Istanbul,11,Proteus,G,3.47,Bachelor,Electronics,44000,1,1, ,0,A,0,0, ,N
Jaida,Asbury,jaida.asbury@mail.com,F,45,Middle East Technical University,Electrical Electronics Engineering,Istanbul,18,Schneider Electric PLC, ,2.77,Master,Automation,35000,1,1, ,0,A,0,1, ,N
Jaiden,Ellsworth,jaiden.ellsworth@mail.com,F,20,Gebze Technical University,Electronics and Automation Engineering,Ankara,0,Fusion 360 AutoCAD,Other,3.34,Bachelor,Design,12000,0,0, ,0,G,1,0,1,H
Jailene,Koch,jailene.koch@mail.com,M,21,Istanbul University,Automotive Engineering,Ankara,0,Schneider Electric PLC Allen Bradley PLC Omron PLC, ,3.27,Bachelor,Automation,30000,1,0,Not at Military Age,0,A,0,0,1,N
Jair,Shaffer,jair.shaffer@mail.com,M,19,Istanbul University-Cerrahpasa,Electrical Electronics Engineering,Istanbul,0,MATLAB C++ C,"E,G",3.39,Bachelor,Programming,31000,0,1,Not at Military Age,0,G,0,1,0,H
Jair,Pino,jair.pino@mail.com,M,45,Dogus University,Mechanical Engineering,Ankara,18,Python Java MATLAB,G,3.49,Master,Programming,29000,0,0,Uncertain,0,A,1,1, ,H
Jakayla,Davies,jakayla.davies@mail.com,F,42,Bogazici University,Mechatronics Engineering,Istanbul,22,C++ Siemens PLC Mitsubishi PLC, ,2.83,Master,Automation,12000,1,0, ,0,A,1,1, ,N
Jake,Stafford,jake.stafford@mail.com,F,23,Yildiz Technical University,Automotive Engineering,Ankara,3,Python,Other,3.90,Bachelor,Programming,12000,0,1, ,1,G,0,0,0,H
Jakobe,Quinones,jakobe.quinones@mail.com,F,31,Ege University,Automotive Engineering,Istanbul,8,Altium Proteus,Other,3.18,PhD or Higher,Test,35000,1,1, ,0,A,0,1, ,N
Jala,Artis,jala.artis@mail.com,M,33,Sabanci University,Automotive Engineering,Istanbul,10,Proteus,G,3.68,Bachelor,Test,23000,0,0,Exempted,0,A,0,1, ,N
Jalen,Garcia,jalen.garcia@mail.com,M,32,Demiroglu Bilim University,Aeronautical Engineering,Istanbul,8,Schneider Electric PLC Allen Bradley PLC Omron PLC, ,2.02,PhD or Higher,Automation,45000,1,0,Exempted,0,G,0,1, ,N
Jalil,Escobar,jalil.escobar@mail.com,F,32,Yozgat Bozok University,Automotive Engineering,Istanbul,9,Allen Bradley PLC Omron PLC,E,2.77,Bachelor,Automation,24000,1,0, ,0,A,1,0, ,H
